MRGV_vOTU	Bacterial_host (R220)	Consensus	Evidence
MRGV_vOTU03023	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU03025	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp009774345;strain__MGBC139503	1.0	CRISPR
MRGV_vOTU03026	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03027	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910588375	1.0	Integration
MRGV_vOTU03028	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8333333333333334	Integration
MRGV_vOTU03029	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.948955916473318	CRISPR
MRGV_vOTU03030	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03031	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	0.7575757575757576	CRISPR:Integration
MRGV_vOTU03032	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	1.0	CRISPR
MRGV_vOTU03033	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	0.875	CRISPR:Integration
MRGV_vOTU03035	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.75	CRISPR:Integration
MRGV_vOTU03036	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910589595;strain__MGBC113716	1.0	CRISPR
MRGV_vOTU03037	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.8888888888888888	CRISPR
MRGV_vOTU03039	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.803921568627451	CRISPR
MRGV_vOTU03040	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03041	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B sp003612565	0.8	CRISPR:Integration
MRGV_vOTU03043	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.7889125799573561	CRISPR
MRGV_vOTU03046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp009774145	0.8279569892473119	CRISPR:Integration
MRGV_vOTU03047	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU03048	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03049	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.7972972972972973	CRISPR
MRGV_vOTU03050	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495	0.8888888888888888	CRISPR:Integration
MRGV_vOTU03053	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03054	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282	0.782608695652174	CRISPR
MRGV_vOTU03055	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR:Integration
MRGV_vOTU03056	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585525;strain__GENOME13419	1.0	CRISPR
MRGV_vOTU03057	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508	1.0	CRISPR
MRGV_vOTU03059	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp910574865	1.0	CRISPR:Integration
MRGV_vOTU03060	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910578475	0.7857142857142857	CRISPR
MRGV_vOTU03061	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.9705882352941176	CRISPR
MRGV_vOTU03062	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910579185;strain__MGBC145853	1.0	Integration
MRGV_vOTU03063	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU03065	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03066	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU03067	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03068	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655	0.7555555555555555	CRISPR:Integration
MRGV_vOTU03069	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU03070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU03073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910578475	0.9375	Integration
MRGV_vOTU03074	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp009774015	1.0	CRISPR
MRGV_vOTU03075	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8048780487804879	CRISPR:Integration
MRGV_vOTU03076	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7580645161290323	CRISPR:Integration
MRGV_vOTU03077	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9642857142857144	CRISPR
MRGV_vOTU03078	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__MRGM_0298_species	1.0	Integration
MRGV_vOTU03079	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03081	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9567567567567568	CRISPR
MRGV_vOTU03082	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057;s__RGIG4057 sp910577165;strain__GENOME23542	1.0	CRISPR
MRGV_vOTU03083	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03084	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	0.8	CRISPR
MRGV_vOTU03085	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.9938271604938272	CRISPR:Integration
MRGV_vOTU03086	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9873417721518988	CRISPR
MRGV_vOTU03087	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03088	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9666666666666668	CRISPR
MRGV_vOTU03089	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU03090	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03091	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	1.0	Integration
MRGV_vOTU03093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC100798;s__MGBC100798 sp910588545	1.0	CRISPR
MRGV_vOTU03094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03095	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585525	0.7	CRISPR
MRGV_vOTU03096	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.945054945054945	CRISPR:Integration
MRGV_vOTU03097	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9957446808510638	CRISPR
MRGV_vOTU03098	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03100	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.75	CRISPR
MRGV_vOTU03101	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus	0.9965397923875432	CRISPR:Integration
MRGV_vOTU03103	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9642857142857144	CRISPR:Integration
MRGV_vOTU03105	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900540295	1.0	Integration
MRGV_vOTU03107	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03108	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_D;s__Dorea_D sp011960265	1.0	CRISPR
MRGV_vOTU03112	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.782258064516129	CRISPR
MRGV_vOTU03113	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC161649;s__MGBC161649 sp910587685;strain__MGBC146896	1.0	CRISPR
MRGV_vOTU03114	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03115	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU03116	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.7083333333333334	CRISPR:Integration
MRGV_vOTU03117	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9856115107913668	CRISPR
MRGV_vOTU03119	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8964285714285715	CRISPR:Integration
MRGV_vOTU03120	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	0.8739495798319328	CRISPR
MRGV_vOTU03121	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter	0.7142857142857143	CRISPR
MRGV_vOTU03122	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU03123	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__Petralouisia sp000403845	1.0	CRISPR
MRGV_vOTU03124	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03125	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9964028776978416	CRISPR
MRGV_vOTU03126	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU03127	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9991883116883116	CRISPR:Integration
MRGV_vOTU03128	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__MRGM_1218_species	1.0	CRISPR
MRGV_vOTU03129	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015;strain__MGBC104917	1.0	CRISPR
MRGV_vOTU03133	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp910588285;strain__MGBC105343	1.0	CRISPR
MRGV_vOTU03134	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp910577925	0.7777777777777778	CRISPR
MRGV_vOTU03135	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	0.8846153846153846	CRISPR
MRGV_vOTU03136	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.8421052631578947	CRISPR:Integration
MRGV_vOTU03137	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03138	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	0.7857142857142857	CRISPR
MRGV_vOTU03139	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9166666666666666	CRISPR:Integration
MRGV_vOTU03140	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.992063492063492	CRISPR
MRGV_vOTU03142	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03143	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae	0.8333333333333334	Integration
MRGV_vOTU03144	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8	CRISPR:Integration
MRGV_vOTU03145	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__Taurinivorans muris	1.0	CRISPR
MRGV_vOTU03148	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii	1.0	CRISPR:Integration
MRGV_vOTU03149	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC164599	1.0	CRISPR:Integration
MRGV_vOTU03150	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9852941176470588	CRISPR:Integration
MRGV_vOTU03151	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU03154	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU03156	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03157	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03158	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila sp902373525	0.75	CRISPR
MRGV_vOTU03159	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585525	0.7142857142857143	CRISPR
MRGV_vOTU03160	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9444444444444444	CRISPR:Integration
MRGV_vOTU03161	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp910584125	0.7333333333333333	CRISPR:Integration
MRGV_vOTU03162	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp003611875;strain__GENOME14168	1.0	Integration
MRGV_vOTU03163	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp910583545	0.9375	Integration
MRGV_vOTU03164	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU03165	d__Bacteria	1.0	CRISPR
MRGV_vOTU03166	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03167	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	1.0	Integration
MRGV_vOTU03168	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805	0.8703703703703703	CRISPR:Integration
MRGV_vOTU03169	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.75	CRISPR
MRGV_vOTU03171	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8	CRISPR:Integration
MRGV_vOTU03172	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03173	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03174	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9555555555555556	CRISPR
MRGV_vOTU03175	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.9696969696969696	CRISPR:Integration
MRGV_vOTU03176	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900540295;strain__GENOME22969	1.0	Integration
MRGV_vOTU03177	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9924242424242424	CRISPR:Integration
MRGV_vOTU03178	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8125	CRISPR:Integration
MRGV_vOTU03179	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU03180	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU03181	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	0.7980769230769231	CRISPR
MRGV_vOTU03182	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	0.8214285714285714	CRISPR:Integration
MRGV_vOTU03183	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03184	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03186	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.8137931034482758	CRISPR
MRGV_vOTU03187	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1	0.75	CRISPR
MRGV_vOTU03188	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508	1.0	CRISPR
MRGV_vOTU03189	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9597457627118644	CRISPR
MRGV_vOTU03190	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.875	CRISPR
MRGV_vOTU03191	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.7333333333333333	CRISPR
MRGV_vOTU03192	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU03193	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8367346938775511	CRISPR
MRGV_vOTU03194	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UBA5026;s__MRGM_0478_species;strain__GENOME21846	1.0	Integration
MRGV_vOTU03195	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU03196	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910586995	1.0	Integration
MRGV_vOTU03197	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.95	CRISPR
MRGV_vOTU03198	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	1.0	CRISPR
MRGV_vOTU03199	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B sp011959925	0.875	CRISPR
MRGV_vOTU03200	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU03202	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9411764705882352	CRISPR
MRGV_vOTU03203	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9827586206896552	CRISPR
MRGV_vOTU03204	d__Bacteria	1.0	CRISPR
MRGV_vOTU03205	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma	0.8181818181818182	Integration
MRGV_vOTU03206	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9355992844364938	CRISPR:Integration
MRGV_vOTU03207	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03208	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__MRGM_0030_species;strain__GENOME00059	1.0	Integration
MRGV_vOTU03209	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910585635	0.7272727272727273	Integration
MRGV_vOTU03210	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03211	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8947368421052632	CRISPR
MRGV_vOTU03212	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057;s__RGIG4057 sp910577165	1.0	CRISPR
MRGV_vOTU03213	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.7142857142857143	CRISPR:Integration
MRGV_vOTU03214	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9848484848484848	CRISPR
MRGV_vOTU03215	d__Bacteria;p__Bacillota_A;c__Clostridia	0.9743589743589745	CRISPR:Integration
MRGV_vOTU03217	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7407407407407407	CRISPR:Integration
MRGV_vOTU03218	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU03219	d__Bacteria	1.0	CRISPR
MRGV_vOTU03220	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03221	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03222	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03223	d__Bacteria	1.0	CRISPR
MRGV_vOTU03224	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU03225	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03226	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805	0.8421052631578947	CRISPR:Integration
MRGV_vOTU03228	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR:Integration
MRGV_vOTU03230	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU03231	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR:Integration
MRGV_vOTU03232	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03233	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU03236	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.8368794326241135	CRISPR
